method, obj, restrictions,directeds,rejects,iter,changes,totalpur, time,feasible,ranksnobs,ranksmean,ranksmin,ranksmax,ranksvar,control,Run
2,0,5,4,4,2,-1,13,0.0850238800049,1,1,0,0,0,nan,6248,5m
3,0,4,3,4,9,-1,11,0.0850200653076,1,1,0,0,0,nan,5010,5o
2,0,5,0,3,5,-1,8,0.0850188732147,1,1,0,0,0,nan,5507,5o
3,0,3,1,2,3,-1,6,0.0850179195404,1,1,0,0,0,nan,3492,5m
2,0,4,5,5,5,-1,14,0.0850169658661,1,1,0,0,0,nan,5387,5m
3,0,3,4,4,5,-1,11,0.0850169658661,1,1,0,0,0,nan,4098,5o
3,0,2,0,2,4,-1,4,0.0850150585175,1,1,0,0,0,nan,2235,10m
3,0,5,3,2,0,-1,10,0.0850141048431,1,1,0,0,0,nan,6003,5o
3,0,5,2,3,8,-1,10,0.0850129127502,1,1,0,0,0,nan,5877,5m
2,0,0,5,0,3,-1,5,0.0850119590759,1,1,0,0,0,nan,911,10m
2,0,2,4,5,0,-1,11,0.0850119590759,1,1,0,0,0,nan,3032,5m
3,0,2,2,4,0,-1,8,0.0850098133087,1,1,0,0,0,nan,2643,10m
3,0,4,0,2,2,-1,6,0.0850079059601,1,1,0,0,0,nan,4389,5m
2,0,5,0,2,9,-1,7,0.0850069522858,1,1,0,0,0,nan,5489,10m
3,0,1,4,0,1,-1,5,0.0850059986115,1,1,0,0,0,nan,1806,10m
3,0,5,5,5,3,-1,15,0.0850059986115,1,1,0,0,0,nan,6462,10m
2,0,3,2,1,7,-1,6,0.0850059986115,1,1,0,0,0,nan,3653,5o
2,0,5,0,5,7,-1,10,0.0850050449371,1,1,0,0,0,nan,5573,10m
3,0,4,0,4,2,-1,8,0.0850050449371,1,1,0,0,0,nan,4449,5m
2,0,2,5,2,3,-1,9,0.0850040912628,1,1,0,0,0,nan,3131,5m
2,0,1,0,0,4,-1,1,0.0850038528442,1,1,0,0,0,nan,1094,5o
2,0,3,2,3,5,-1,8,0.0850031375885,1,1,0,0,0,nan,3707,5m
3,0,1,5,0,9,-1,6,0.085000038147,1,1,0,0,0,nan,2010,10m
2,0,4,1,2,2,-1,7,0.085000038147,1,1,0,0,0,nan,4568,5m
3,0,2,4,0,1,-1,6,0.085000038147,1,1,0,0,0,nan,2886,5o
3,0,5,3,1,9,-1,9,0.0849990844727,1,1,0,0,0,nan,6000,5o
3,0,4,2,3,6,-1,9,0.0849981307983,1,1,0,0,0,nan,4791,10m
2,0,4,2,4,7,-1,10,0.0849950313568,1,1,0,0,0,nan,4823,5o
3,0,4,0,5,2,-1,9,0.0849947929382,1,1,0,0,0,nan,4479,10m
3,0,4,0,4,1,-1,8,0.0849947929382,1,1,0,0,0,nan,4446,5o
2,0,5,4,5,8,-1,14,0.0849940776825,1,1,0,0,0,nan,6296,10m
3,0,5,3,3,1,-1,11,0.0849928855896,1,1,0,0,0,nan,6036,5m
3,0,4,3,5,5,-1,12,0.0849900245667,1,1,0,0,0,nan,5028,10m
3,0,3,1,4,1,-1,8,0.0849900245667,1,1,0,0,0,nan,3546,5m
2,0,2,5,4,8,-1,11,0.0849859714508,1,1,0,0,0,nan,3206,10m
3,0,1,4,1,8,-1,6,0.0849828720093,1,1,0,0,0,nan,1857,10m
2,0,3,0,5,8,-1,8,0.084979057312,1,1,0,0,0,nan,3416,5m
3,0,3,1,5,4,-1,9,0.0849781036377,1,1,0,0,0,nan,3585,5m
2,0,4,0,4,0,-1,8,0.0849778652191,1,1,0,0,0,nan,4442,10m
3,0,5,0,0,3,-1,5,0.0849759578705,1,1,0,0,0,nan,5412,10m
3,0,4,2,4,8,-1,10,0.0849759578705,1,1,0,0,0,nan,4827,5o
3,0,5,4,2,7,-1,11,0.0849759578705,1,1,0,0,0,nan,6204,5o
2,0,3,5,4,8,-1,12,0.0849750041962,1,1,0,0,0,nan,4286,5m
2,0,3,0,3,2,-1,6,0.0849750041962,1,1,0,0,0,nan,3338,5o
3,0,0,1,4,6,-1,5,0.0849740505219,1,1,0,0,0,nan,321,5m
2,0,5,2,0,3,-1,7,0.0849740505219,1,1,0,0,0,nan,5771,5m
3,0,2,0,0,9,-1,2,0.0849730968475,1,1,0,0,0,nan,2190,5m
2,0,2,0,0,9,-1,2,0.084969997406,1,1,0,0,0,nan,2189,10m
3,0,2,5,0,4,-1,7,0.084969997406,1,1,0,0,0,nan,3075,10m
3,0,5,1,3,6,-1,9,0.084969997406,1,1,0,0,0,nan,5691,5m
2,0,5,1,1,1,-1,7,0.0849690437317,1,1,0,0,0,nan,5615,5o
3,0,0,3,3,0,-1,6,0.0849678516388,1,1,0,0,0,nan,633,5o
3,0,2,4,5,1,-1,11,0.0849659442902,1,1,0,0,0,nan,3036,5m
3,0,2,4,2,9,-1,8,0.0849640369415,1,1,0,0,0,nan,2970,10m
3,0,5,0,1,2,-1,6,0.0849640369415,1,1,0,0,0,nan,5439,5m
3,0,0,5,5,0,-1,10,0.0849609375,1,1,0,0,0,nan,1053,10m
2,0,2,0,5,7,-1,7,0.0849609375,1,1,0,0,0,nan,2333,5m
3,0,5,0,3,3,-1,8,0.0849599838257,1,1,0,0,0,nan,5502,10m
2,0,1,5,0,7,-1,6,0.0849599838257,1,1,0,0,0,nan,2003,5o
2,0,1,0,5,0,-1,6,0.0849590301514,1,1,0,0,0,nan,1232,10m
2,0,3,0,2,6,-1,5,0.0849590301514,1,1,0,0,0,nan,3320,10m
3,0,5,3,0,2,-1,8,0.0849580764771,1,1,0,0,0,nan,5949,10m
3,0,3,4,5,0,-1,12,0.0849559307098,1,1,0,0,0,nan,4113,5m
3,0,4,4,2,3,-1,10,0.0849540233612,1,1,0,0,0,nan,5112,5o
3,0,2,0,5,9,-1,7,0.0849499702454,1,1,0,0,0,nan,2340,10m
3,0,3,5,4,6,-1,12,0.084949016571,1,1,0,0,0,nan,4281,5o
2,0,4,4,2,8,-1,10,0.0849480628967,1,1,0,0,0,nan,5126,10m
3,0,3,1,0,7,-1,4,0.0849478244781,1,1,0,0,0,nan,3444,10m
3,0,5,1,0,8,-1,6,0.0849478244781,1,1,0,0,0,nan,5607,5m
2,0,2,1,2,1,-1,5,0.0849449634552,1,1,0,0,0,nan,2405,10m
2,0,0,3,5,5,-1,8,0.0849430561066,1,1,0,0,0,nan,707,5o
2,0,0,2,3,6,-1,5,0.084942817688,1,1,0,0,0,nan,470,5m
3,0,3,5,3,7,-1,11,0.0849421024323,1,1,0,0,0,nan,4254,5o
3,0,5,4,0,8,-1,9,0.0849418640137,1,1,0,0,0,nan,6147,10m
3,0,4,3,2,4,-1,9,0.0849411487579,1,1,0,0,0,nan,4935,5m
3,0,2,2,1,3,-1,5,0.084939956665,1,1,0,0,0,nan,2562,10m
2,0,2,0,2,3,-1,4,0.0849390029907,1,1,0,0,0,nan,2231,10m
3,0,4,2,2,4,-1,8,0.0849390029907,1,1,0,0,0,nan,4755,5o
2,0,3,5,2,4,-1,10,0.0849380493164,1,1,0,0,0,nan,4214,5m
2,0,2,5,4,3,-1,11,0.0849370956421,1,1,0,0,0,nan,3191,10m
3,0,0,1,3,9,-1,4,0.0849370956421,1,1,0,0,0,nan,300,5o
3,0,4,2,4,3,-1,10,0.0849368572235,1,1,0,0,0,nan,4812,5o
3,0,4,3,2,3,-1,9,0.0849359035492,1,1,0,0,0,nan,4932,10m
3,0,4,1,2,4,-1,7,0.0849330425262,1,1,0,0,0,nan,4575,10m
2,0,5,0,5,1,-1,10,0.0849330425262,1,1,0,0,0,nan,5555,5o
3,0,4,0,3,1,-1,7,0.0849280357361,1,1,0,0,0,nan,4416,5m
3,0,1,5,5,7,-1,11,0.0849249362946,1,1,0,0,0,nan,2154,10m
3,0,2,1,1,6,-1,4,0.0849230289459,1,1,0,0,0,nan,2391,5o
2,0,3,3,2,9,-1,8,0.084920167923,1,1,0,0,0,nan,3869,5m
2,0,4,1,2,4,-1,7,0.0849199295044,1,1,0,0,0,nan,4574,5o
2,0,5,3,1,6,-1,9,0.0849192142487,1,1,0,0,0,nan,5990,10m
2,0,3,2,1,4,-1,6,0.0849189758301,1,1,0,0,0,nan,3644,10m
3,0,5,2,3,0,-1,10,0.0849189758301,1,1,0,0,0,nan,5853,5m
2,0,5,4,5,2,-1,14,0.0849189758301,1,1,0,0,0,nan,6278,5m
3,0,2,2,2,1,-1,6,0.0849170684814,1,1,0,0,0,nan,2586,10m
3,0,5,0,5,7,-1,10,0.0849149227142,1,1,0,0,0,nan,5574,10m
2,0,4,3,3,4,-1,10,0.0849108695984,1,1,0,0,0,nan,4964,5o
3,0,4,3,2,7,-1,9,0.0849101543427,1,1,0,0,0,nan,4944,5o
2,0,4,4,2,0,-1,10,0.0849080085754,1,1,0,0,0,nan,5102,5m
2,0,4,4,3,2,-1,11,0.0849070549011,1,1,0,0,0,nan,5138,5m
3,0,2,3,1,5,-1,6,0.0849070549011,1,1,0,0,0,nan,2748,5o
2,0,0,2,4,7,-1,6,0.0849030017853,1,1,0,0,0,nan,503,10m
2,0,5,3,1,4,-1,9,0.0849030017853,1,1,0,0,0,nan,5984,5o
2,0,1,4,4,8,-1,9,0.084902048111,1,1,0,0,0,nan,1946,10m
3,0,5,2,3,5,-1,10,0.0849008560181,1,1,0,0,0,nan,5868,5m
3,0,5,1,1,3,-1,7,0.0848999023438,1,1,0,0,0,nan,5622,10m
2,0,5,3,5,9,-1,13,0.0848999023438,1,1,0,0,0,nan,6119,5o
3,0,4,5,4,0,-1,13,0.084899187088,1,1,0,0,0,nan,5343,10m
2,0,1,3,0,5,-1,4,0.0848968029022,1,1,0,0,0,nan,1637,5m
3,0,5,0,3,1,-1,8,0.0848960876465,1,1,0,0,0,nan,5496,5m
3,0,0,1,4,1,-1,5,0.0848948955536,1,1,0,0,0,nan,306,10m
2,0,3,3,3,8,-1,9,0.0848941802979,1,1,0,0,0,nan,3896,10m
2,0,4,4,2,2,-1,10,0.0848939418793,1,1,0,0,0,nan,5108,10m
2,0,2,0,5,4,-1,7,0.0848898887634,1,1,0,0,0,nan,2324,5o
2,0,5,5,4,6,-1,14,0.0848889350891,1,1,0,0,0,nan,6440,10m
3,0,2,2,3,8,-1,7,0.0848889350891,1,1,0,0,0,nan,2637,10m
3,0,4,3,1,1,-1,8,0.0848879814148,1,1,0,0,0,nan,4896,5o
3,0,2,2,4,3,-1,8,0.0848858356476,1,1,0,0,0,nan,2652,10m
3,0,3,1,5,1,-1,9,0.0848858356476,1,1,0,0,0,nan,3576,10m
3,0,3,0,4,7,-1,7,0.0848841667175,1,1,0,0,0,nan,3384,10m
3,0,2,3,3,7,-1,8,0.0848832130432,1,1,0,0,0,nan,2814,10m
2,0,4,3,4,6,-1,11,0.0848829746246,1,1,0,0,0,nan,5000,10m
3,0,2,4,3,5,-1,9,0.0848789215088,1,1,0,0,0,nan,2988,5o
3,0,0,5,5,6,-1,10,0.0848751068115,1,1,0,0,0,nan,1071,5o
2,0,1,3,2,9,-1,6,0.0848731994629,1,1,0,0,0,nan,1709,10m
3,0,1,4,4,2,-1,9,0.0848729610443,1,1,0,0,0,nan,1929,10m
3,0,2,4,3,2,-1,9,0.0848729610443,1,1,0,0,0,nan,2979,10m
2,0,4,1,1,2,-1,6,0.08487200737,1,1,0,0,0,nan,4538,5o
3,0,5,0,1,8,-1,6,0.0848708152771,1,1,0,0,0,nan,5457,5o
3,0,1,3,1,6,-1,5,0.0848698616028,1,1,0,0,0,nan,1671,5m
2,0,3,4,3,5,-1,10,0.0848698616028,1,1,0,0,0,nan,4067,5o
3,0,3,0,0,4,-1,3,0.0848670005798,1,1,0,0,0,nan,3255,10m
3,0,5,5,5,9,-1,15,0.0848670005798,1,1,0,0,0,nan,6480,10m
3,0,4,3,1,8,-1,8,0.0848670005798,1,1,0,0,0,nan,4917,5o
3,0,1,1,5,7,-1,7,0.0848650932312,1,1,0,0,0,nan,1434,10m
3,0,2,5,1,5,-1,8,0.0848608016968,1,1,0,0,0,nan,3108,10m
2,0,4,4,3,3,-1,11,0.0848581790924,1,1,0,0,0,nan,5141,5m
3,0,0,5,0,0,-1,5,0.0848560333252,1,1,0,0,0,nan,903,5o
2,0,2,2,2,7,-1,6,0.0848548412323,1,1,0,0,0,nan,2603,5m
3,0,3,3,4,5,-1,10,0.0848541259766,1,1,0,0,0,nan,3918,5m
3,0,3,4,2,7,-1,9,0.0848519802094,1,1,0,0,0,nan,4044,5m
2,0,3,5,0,6,-1,8,0.084851026535,1,1,0,0,0,nan,4160,5o
2,0,5,4,4,5,-1,13,0.084851026535,1,1,0,0,0,nan,6257,5o
3,0,4,3,5,4,-1,12,0.0848498344421,1,1,0,0,0,nan,5025,5m
3,0,0,4,1,1,-1,5,0.0848469734192,1,1,0,0,0,nan,756,10m
2,0,5,4,3,8,-1,12,0.0848450660706,1,1,0,0,0,nan,6236,5o
3,0,2,3,2,8,-1,7,0.084844827652,1,1,0,0,0,nan,2787,5m
2,0,4,2,3,9,-1,9,0.0848391056061,1,1,0,0,0,nan,4799,5m
2,0,4,5,4,5,-1,13,0.0848369598389,1,1,0,0,0,nan,5357,5m
3,0,2,3,4,1,-1,9,0.0848360061646,1,1,0,0,0,nan,2826,10m
3,0,5,1,0,3,-1,6,0.0848360061646,1,1,0,0,0,nan,5592,5o
3,0,2,0,1,0,-1,3,0.0848338603973,1,1,0,0,0,nan,2193,10m
2,0,3,1,4,4,-1,8,0.084832906723,1,1,0,0,0,nan,3554,10m
2,0,4,2,4,6,-1,10,0.0848319530487,1,1,0,0,0,nan,4820,10m
3,0,2,5,5,2,-1,12,0.0848319530487,1,1,0,0,0,nan,3219,5o
2,0,5,3,2,8,-1,10,0.0848300457001,1,1,0,0,0,nan,6026,10m
3,0,3,0,2,6,-1,5,0.0848298072815,1,1,0,0,0,nan,3321,10m
3,0,2,0,5,5,-1,7,0.0848298072815,1,1,0,0,0,nan,2328,5o
3,0,2,4,2,7,-1,8,0.0848269462585,1,1,0,0,0,nan,2964,10m
2,0,3,2,2,0,-1,7,0.0848259925842,1,1,0,0,0,nan,3662,10m
2,0,2,5,2,1,-1,9,0.0848231315613,1,1,0,0,0,nan,3125,10m
2,0,0,5,0,8,-1,5,0.0848228931427,1,1,0,0,0,nan,926,5m
3,0,1,1,3,1,-1,5,0.0848219394684,1,1,0,0,0,nan,1356,10m
3,0,3,3,2,0,-1,8,0.0848171710968,1,1,0,0,0,nan,3843,10m
2,0,1,2,5,7,-1,8,0.0848169326782,1,1,0,0,0,nan,1613,5m
3,0,1,1,4,4,-1,6,0.0848159790039,1,1,0,0,0,nan,1395,5m
2,0,2,5,2,2,-1,9,0.0848150253296,1,1,0,0,0,nan,3128,10m
2,0,5,4,4,4,-1,13,0.0848140716553,1,1,0,0,0,nan,6254,5m
2,0,1,3,3,8,-1,7,0.0848109722137,1,1,0,0,0,nan,1736,5m
3,0,2,1,2,6,-1,5,0.0848109722137,1,1,0,0,0,nan,2421,5m
2,0,2,4,3,3,-1,9,0.0848081111908,1,1,0,0,0,nan,2981,5m
3,0,3,4,1,4,-1,8,0.0848059654236,1,1,0,0,0,nan,4005,10m
2,0,4,3,2,9,-1,9,0.0848050117493,1,1,0,0,0,nan,4949,5o
3,0,4,1,5,1,-1,10,0.0848021507263,1,1,0,0,0,nan,4656,5m
3,0,4,1,3,5,-1,8,0.0848019123077,1,1,0,0,0,nan,4608,5o
3,0,4,1,3,9,-1,8,0.0847990512848,1,1,0,0,0,nan,4620,5m
3,0,5,5,4,4,-1,14,0.0847959518433,1,1,0,0,0,nan,6435,10m
2,0,0,4,3,1,-1,7,0.0847959518433,1,1,0,0,0,nan,815,5m
3,0,3,1,1,3,-1,5,0.0847949981689,1,1,0,0,0,nan,3462,10m
2,0,1,1,2,3,-1,4,0.0847949981689,1,1,0,0,0,nan,1331,5o
3,0,5,3,4,8,-1,12,0.0847940444946,1,1,0,0,0,nan,6087,10m
3,0,3,3,1,0,-1,7,0.0847940444946,1,1,0,0,0,nan,3813,5m
3,0,5,2,2,6,-1,9,0.0847930908203,1,1,0,0,0,nan,5841,5m
3,0,3,2,0,2,-1,5,0.0847868919373,1,1,0,0,0,nan,3609,10m
2,0,4,5,0,4,-1,9,0.0847849845886,1,1,0,0,0,nan,5234,10m
2,0,5,2,2,3,-1,9,0.0847849845886,1,1,0,0,0,nan,5831,5o
2,0,2,5,1,6,-1,8,0.0847840309143,1,1,0,0,0,nan,3110,10m
2,0,5,3,1,8,-1,9,0.0847828388214,1,1,0,0,0,nan,5996,5m
3,0,5,3,2,0,-1,10,0.0847818851471,1,1,0,0,0,nan,6003,10m
3,0,5,4,2,9,-1,11,0.0847771167755,1,1,0,0,0,nan,6210,5m
2,0,4,2,3,2,-1,9,0.0847768783569,1,1,0,0,0,nan,4778,5o
2,0,3,4,2,9,-1,9,0.0847737789154,1,1,0,0,0,nan,4049,5m
2,0,5,5,0,2,-1,10,0.0847728252411,1,1,0,0,0,nan,6308,10m
2,0,0,3,5,3,-1,8,0.0847721099854,1,1,0,0,0,nan,701,10m
3,0,4,0,4,8,-1,8,0.0847718715668,1,1,0,0,0,nan,4467,5o
2,0,2,1,3,2,-1,6,0.084771156311,1,1,0,0,0,nan,2438,10m
3,0,1,2,0,7,-1,3,0.0847709178925,1,1,0,0,0,nan,1464,10m
3,0,3,3,2,6,-1,8,0.0847671031952,1,1,0,0,0,nan,3861,5m
2,0,4,4,4,8,-1,12,0.0847659111023,1,1,0,0,0,nan,5186,5m
3,0,5,1,5,6,-1,11,0.0847659111023,1,1,0,0,0,nan,5751,5o
3,0,4,0,2,3,-1,6,0.0847640037537,1,1,0,0,0,nan,4392,5o
2,0,5,5,4,3,-1,14,0.0847630500793,1,1,0,0,0,nan,6431,10m
3,0,4,5,3,1,-1,12,0.0847630500793,1,1,0,0,0,nan,5316,10m
2,0,2,3,1,3,-1,6,0.0847630500793,1,1,0,0,0,nan,2741,5m
2,0,4,4,4,4,-1,12,0.0847628116608,1,1,0,0,0,nan,5174,5m
2,0,2,1,0,0,-1,3,0.084762096405,1,1,0,0,0,nan,2342,10m
3,0,3,0,0,1,-1,3,0.0847618579865,1,1,0,0,0,nan,3246,10m
3,0,1,0,3,9,-1,4,0.0847609043121,1,1,0,0,0,nan,1200,5m
2,0,4,4,4,2,-1,12,0.0847589969635,1,1,0,0,0,nan,5168,5o
3,0,2,5,3,7,-1,10,0.0847589969635,1,1,0,0,0,nan,3174,5o
3,0,3,3,5,2,-1,11,0.0847578048706,1,1,0,0,0,nan,3939,5o
3,0,5,2,3,8,-1,10,0.0847570896149,1,1,0,0,0,nan,5877,5o
3,0,3,5,2,0,-1,10,0.0847561359406,1,1,0,0,0,nan,4203,10m
3,0,3,3,3,9,-1,9,0.0847539901733,1,1,0,0,0,nan,3900,5m
3,0,5,3,1,1,-1,9,0.0847539901733,1,1,0,0,0,nan,5976,5o
2,0,2,2,3,0,-1,7,0.084753036499,1,1,0,0,0,nan,2612,10m
3,0,2,4,5,0,-1,11,0.0847520828247,1,1,0,0,0,nan,3033,5m
3,0,5,1,4,0,-1,10,0.0847518444061,1,1,0,0,0,nan,5703,10m
3,0,5,2,1,4,-1,8,0.0847518444061,1,1,0,0,0,nan,5805,5m
3,0,2,0,0,2,-1,2,0.0847508907318,1,1,0,0,0,nan,2169,10m
2,0,2,4,1,0,-1,7,0.0847458839417,1,1,0,0,0,nan,2912,10m
3,0,4,3,3,0,-1,10,0.0847451686859,1,1,0,0,0,nan,4953,5o
3,0,3,4,4,8,-1,11,0.0847430229187,1,1,0,0,0,nan,4107,10m
3,0,2,4,2,8,-1,8,0.0847430229187,1,1,0,0,0,nan,2967,5o
2,0,4,5,3,6,-1,12,0.0847420692444,1,1,0,0,0,nan,5330,5m
2,0,1,4,5,8,-1,10,0.0847408771515,1,1,0,0,0,nan,1976,5m
3,0,1,5,3,5,-1,9,0.0847399234772,1,1,0,0,0,nan,2088,5m
3,0,4,3,4,4,-1,11,0.0847389698029,1,1,0,0,0,nan,4995,5o
2,0,5,1,2,8,-1,8,0.0847380161285,1,1,0,0,0,nan,5666,10m
2,0,5,2,4,7,-1,11,0.0847380161285,1,1,0,0,0,nan,5903,5m
2,0,3,3,5,2,-1,11,0.0847361087799,1,1,0,0,0,nan,3938,10m
2,0,2,3,5,6,-1,10,0.084734916687,1,1,0,0,0,nan,2870,10m
3,0,3,4,1,2,-1,8,0.0847320556641,1,1,0,0,0,nan,3999,5m
2,0,5,3,3,3,-1,11,0.0847320556641,1,1,0,0,0,nan,6041,5m
3,0,4,1,0,5,-1,5,0.0847320556641,1,1,0,0,0,nan,4518,5o
3,0,4,1,3,2,-1,8,0.0847308635712,1,1,0,0,0,nan,4599,5m
2,0,4,3,5,6,-1,12,0.0847299098969,1,1,0,0,0,nan,5030,10m
3,0,0,3,2,8,-1,5,0.084725856781,1,1,0,0,0,nan,627,5m
2,0,3,3,0,1,-1,6,0.0847251415253,1,1,0,0,0,nan,3785,5m
3,0,3,4,5,0,-1,12,0.0847249031067,1,1,0,0,0,nan,4113,10m
3,0,4,4,2,2,-1,10,0.0847249031067,1,1,0,0,0,nan,5109,10m
3,0,4,4,1,3,-1,9,0.0847239494324,1,1,0,0,0,nan,5082,5m
3,0,5,0,3,1,-1,8,0.0847229957581,1,1,0,0,0,nan,5496,5o
3,0,4,3,5,2,-1,12,0.0847218036652,1,1,0,0,0,nan,5019,5m
2,0,3,2,3,2,-1,8,0.0847218036652,1,1,0,0,0,nan,3698,5o
2,0,3,2,4,1,-1,9,0.0847210884094,1,1,0,0,0,nan,3725,10m
3,0,1,1,4,1,-1,6,0.0847210884094,1,1,0,0,0,nan,1386,10m
2,0,1,5,3,1,-1,9,0.0847210884094,1,1,0,0,0,nan,2075,5o
3,0,5,3,0,9,-1,8,0.0847201347351,1,1,0,0,0,nan,5970,10m
2,0,0,1,3,5,-1,4,0.0847189426422,1,1,0,0,0,nan,287,10m
2,0,2,5,1,0,-1,8,0.0847179889679,1,1,0,0,0,nan,3092,5m
2,0,5,3,5,1,-1,13,0.0847160816193,1,1,0,0,0,nan,6095,10m
2,0,3,4,4,1,-1,11,0.0847151279449,1,1,0,0,0,nan,4085,10m
3,0,4,4,1,8,-1,9,0.0847151279449,1,1,0,0,0,nan,5097,5o
3,0,5,0,2,3,-1,7,0.0847110748291,1,1,0,0,0,nan,5472,5m
2,0,5,1,2,3,-1,8,0.0847079753876,1,1,0,0,0,nan,5651,5o
3,0,1,4,3,4,-1,8,0.0847070217133,1,1,0,0,0,nan,1905,5m
3,0,5,4,5,1,-1,14,0.0847070217133,1,1,0,0,0,nan,6276,5o
2,0,3,5,5,4,-1,13,0.084704875946,1,1,0,0,0,nan,4304,10m
3,0,1,2,1,3,-1,4,0.084704875946,1,1,0,0,0,nan,1482,10m
3,0,3,5,5,9,-1,13,0.084704875946,1,1,0,0,0,nan,4320,5m
2,0,5,3,3,4,-1,11,0.0847029685974,1,1,0,0,0,nan,6044,5o
2,0,3,4,4,4,-1,11,0.0847010612488,1,1,0,0,0,nan,4094,5m
3,0,1,5,0,4,-1,6,0.0847001075745,1,1,0,0,0,nan,1995,5o
2,0,3,0,4,0,-1,7,0.0846998691559,1,1,0,0,0,nan,3362,5o
2,0,0,3,3,6,-1,6,0.0846991539001,1,1,0,0,0,nan,650,5m
2,0,1,3,1,9,-1,5,0.0846989154816,1,1,0,0,0,nan,1679,5o
2,0,1,4,5,1,-1,10,0.0846979618073,1,1,0,0,0,nan,1955,5o
2,0,5,3,1,1,-1,9,0.0846970081329,1,1,0,0,0,nan,5975,10m
2,0,2,5,1,5,-1,8,0.0846960544586,1,1,0,0,0,nan,3107,5o
3,0,3,1,0,8,-1,4,0.0846948623657,1,1,0,0,0,nan,3447,10m
3,0,1,2,4,8,-1,7,0.0846939086914,1,1,0,0,0,nan,1587,5m
3,0,1,5,3,9,-1,9,0.0846929550171,1,1,0,0,0,nan,2100,10m
3,0,1,4,5,5,-1,10,0.0846929550171,1,1,0,0,0,nan,1968,5m
3,0,5,1,0,4,-1,6,0.0846920013428,1,1,0,0,0,nan,5595,10m
2,0,2,3,0,6,-1,5,0.0846920013428,1,1,0,0,0,nan,2720,5o
3,0,2,4,3,2,-1,9,0.0846910476685,1,1,0,0,0,nan,2979,5o
2,0,0,5,5,7,-1,10,0.084685087204,1,1,0,0,0,nan,1073,5o
2,0,5,5,1,1,-1,11,0.0846829414368,1,1,0,0,0,nan,6335,10m
3,0,3,3,5,1,-1,11,0.0846810340881,1,1,0,0,0,nan,3936,10m
3,0,5,3,4,2,-1,12,0.0846807956696,1,1,0,0,0,nan,6069,10m
2,0,3,1,2,6,-1,6,0.0846781730652,1,1,0,0,0,nan,3500,5o
3,0,2,1,4,2,-1,7,0.0846769809723,1,1,0,0,0,nan,2469,5m
2,0,2,2,4,6,-1,8,0.0846769809723,1,1,0,0,0,nan,2660,5m
3,0,4,2,4,3,-1,10,0.0846750736237,1,1,0,0,0,nan,4812,5m
3,0,5,4,0,0,-1,9,0.0846741199493,1,1,0,0,0,nan,6123,10m
3,0,0,1,0,1,-1,1,0.0846710205078,1,1,0,0,0,nan,186,10m
3,0,3,0,4,4,-1,7,0.0846700668335,1,1,0,0,0,nan,3375,10m
2,0,5,3,1,5,-1,9,0.0846691131592,1,1,0,0,0,nan,5987,5o
3,0,0,4,3,1,-1,7,0.0846681594849,1,1,0,0,0,nan,816,5m
3,0,3,3,3,3,-1,9,0.0846679210663,1,1,0,0,0,nan,3882,10m
2,0,1,0,3,4,-1,4,0.0846660137177,1,1,0,0,0,nan,1184,5m
2,0,2,5,2,4,-1,9,0.0846631526947,1,1,0,0,0,nan,3134,5m
3,0,2,2,0,7,-1,4,0.0846629142761,1,1,0,0,0,nan,2544,5o
3,0,3,1,2,9,-1,6,0.0846610069275,1,1,0,0,0,nan,3510,5o
2,0,5,3,5,8,-1,13,0.0846600532532,1,1,0,0,0,nan,6116,5o
3,0,2,2,5,1,-1,9,0.0846590995789,1,1,0,0,0,nan,2676,5o
3,0,3,4,3,3,-1,10,0.0846571922302,1,1,0,0,0,nan,4062,5o
3,0,5,4,0,0,-1,9,0.0846569538116,1,1,0,0,0,nan,6123,5m
2,0,5,3,5,7,-1,13,0.0846540927887,1,1,0,0,0,nan,6113,10m
2,0,4,0,4,1,-1,8,0.0846529006958,1,1,0,0,0,nan,4445,5m
3,0,5,3,1,9,-1,9,0.0846519470215,1,1,0,0,0,nan,6000,5m
2,0,3,3,5,5,-1,11,0.0846490859985,1,1,0,0,0,nan,3947,5m
3,0,0,4,0,0,-1,4,0.0846469402313,1,1,0,0,0,nan,723,5m
3,0,5,1,0,2,-1,6,0.084645986557,1,1,0,0,0,nan,5589,10m
3,0,3,2,4,5,-1,9,0.084645986557,1,1,0,0,0,nan,3738,5m
3,0,1,2,2,2,-1,5,0.0846440792084,1,1,0,0,0,nan,1509,10m
3,0,3,1,3,0,-1,7,0.0846438407898,1,1,0,0,0,nan,3513,5o
2,0,4,4,2,9,-1,10,0.0846428871155,1,1,0,0,0,nan,5129,5o
3,0,0,2,5,5,-1,7,0.0846421718597,1,1,0,0,0,nan,528,5o
2,0,4,4,4,2,-1,12,0.0846409797668,1,1,0,0,0,nan,5168,10m
3,0,5,2,1,9,-1,8,0.0846381187439,1,1,0,0,0,nan,5820,5m
3,0,2,3,3,4,-1,8,0.0846381187439,1,1,0,0,0,nan,2805,5o
3,0,4,3,5,7,-1,12,0.0846378803253,1,1,0,0,0,nan,5034,5m
2,0,4,5,3,5,-1,12,0.084636926651,1,1,0,0,0,nan,5327,10m
2,0,4,0,3,0,-1,7,0.084636926651,1,1,0,0,0,nan,4412,5m
2,0,4,3,0,4,-1,7,0.0846340656281,1,1,0,0,0,nan,4874,10m
